gender,name,origin,meaning
M,Adashali,"o‘zbekcha, arabcha",Qar. Adash va Ali
M,Adashmurod,"o‘zbekcha, arabcha","Adashtirilgan, almashtirilgan bola ulg‘ayib murod-maqsadiga yetsin ma’nosida"
M,Adashxol,"o‘zbekcha, fors-tojikcha","Adashtirilgan, xolli bola"
M,Adib,Arabcha,"Yozuvchi, ustoz, murabbiy, tarbiyachi"
M,Adir,o‘zbekcha,"Yuksak, baland; ulug‘ martabali"
M,Adirali,"o‘zbekcha, arabcha",Qar. Adir va Ali
M,Adl,Arabcha,"To‘g‘riso‘z, haqgo‘y, adolatli"
M,Adolat,Arabcha,"Adolatli, hakgo‘y, to‘grilik, odillik"
M,Adham,Arabcha,"Aynan: Qora, qora ot; badanida qora belgisi (xol) bilan tug‘ilgan bola yoki qimmatli, noyob"
M,Ayoz,o‘zbekcha,"Achchiq sovuq, izg‘irinli kunda. Ayozda tug‘ilgan bola"
M,Ajab,Arabcha,"Ajoyib, g‘aroyib. Badanida g‘ayritibbiy belgi bilan tug‘ilgan bola"
M,Ajabali,Arabcha,Qar. Ajab va Ali
M,Ajar,Arabcha,"Go‘zal, ko‘rkam, yoqimtoy yoki Hojar (qar.) ismining o‘zgargan shakli"
M,Ajmulla,Arabcha,Allohning eng go‘zal bandasi
M,Azalboy,"Arabcha, o‘zbekcha","Kuchli, chidamli, baquvvat o‘g‘il"
M,Azamat,Arabcha,"Ulug‘, ulug‘vor, buyuk yoki dovyurak, maqtovga sazovor"
M,Azamatulla,Arabcha,"Allohning mard, jasoratli bandasi"
M,Aziz,Arabcha,"Qadrli, qimmatli, tabarruk, hurmatli yoki qudratli, qimmatli, noyob. Shakllari: Azizbek"
M,Azizali,Arabcha,"Qadrli, suyukli o‘g‘ilga Ali yor bo‘lsin ma’nosida"
M,Azizbergan,"Arabcha, o‘zbekcha","Aziz, ya’ni Alloh bergan bola.  Sol. Abduaziz"
M,Azizberdi,"Arabcha, o‘zbekcha","Aziz, ya’ni Alloh ato qilgan bola"
M,Aziziddin,Arabcha,Dinni mustahkamlovchi yoki dinning qadrli farzandi
M,Azizkeldi,"Arabcha, o‘zbekcha","Qadrli, orzu qilingan o‘g‘il dunyoga keldi ma’nosida"
M,Azizmurod,Arabcha,"Aziz, ya’ni Alloh etishtirgan orzu yoki ham ezozli, ham murod maqsadli bola"
M,Aziztoy,"Arabcha, o‘zbekcha","Qadrli, e’zozli, suyukli"
M,Azizturdi,"Arabcha, o‘zbekcha","Qadrli, suyukli o‘g‘il tursin, yashasin ma’nosida"
M,Azizulislom,Arabcha,"Islomni qadrlovchi, e’zoz qiluvchi, dinni mustahkamlovchi"
M,Azizulla,Arabcha,"Alloh ulug‘, muazzamdir yoki Allohning qadrli, e’zozlisi"
M,Azizxol,"Arabcha, fors-tojikcha",Xol bilan tug‘ilgan suyukli bola
M,Azim,Arabcha,"Ulug‘vor, ulkan; qudratli, mashhur"
M,Azimat,Arabcha,"Ulug‘lik, buyuklik, mashhurlik"
M,Azimbek,"Arabcha, o‘zbekcha","Beklar avlodiga mansub ulug‘, qudratl bola"
M,Azimberdi,"Arabcha, o‘zbekcha","Azim, ya’ni Alloh bergan bola. Sol. Abduazim"
M,Azimboy,"Arabcha, o‘zbekcha","Ulug‘vor, qudratli, e’zozli"
M,Azimiddin,Arabcha,"Dinni ulug‘lovchi, hurmat qiluvchi"
M,"Azimshoh,  Azimushshon","Arabcha, fors-tojikcha","Ulug‘lar, oliy mansabdorlar nasliga mansub bola"
M,Azimxon,"Arabcha, o‘zbekcha","Ulug‘, e’zozli o‘g‘il baland martaba  egasi bo‘lsin"
M,Azimqul,"Arabcha, o‘zbekcha","Azimning, ya’ni Allohning quli, bandasi. Qar. Abduazim"
M,Azmiddin,Arabcha,"Dinning ulug‘vor, yuksak, e’zozli kishisi yoki dinning zabardast xizmatkori. Sol: Azimiddin"
M,Aznaboy,"Fors-tojikcha, o‘zbekcha","Juma, juma kuni tug‘ilgan bola yoki aznaboy urug‘iga mansub bola"
M,Aznaqul,"Fors-tojikcha, o‘zbekcha",Qar. Odinaqul yoki Jumaqul
M,Azonboy,"Arabcha, o‘zbekcha",Azon aytilayotgan paytda (ertalab) tug‘ilgan bola
M,Azhar,Arabcha,"Ravshan, yorug‘, nurafshon; go‘zal, zebo; gulmonand"
M,Aynash,NoEtymology,"Do‘st, jo‘ra, o‘rtoq yoki Ayniddin (qar.) ismining erkalash, qisqarish shakli"
M,Ayni,Arabcha,"Ayniddin (qar.), Aynijamol (qar.) ismlarning erkalash - qisqarish shakli"
M,Ayniddin,Arabcha,"Dinning mohiyati, mazmuni"
M,Aynijahon,"Arabcha, fors-tojikcha","Olamning zilol, pokiza bulog‘i yoki olamning mazmuni, mohiyati"
M,Aynulla,Arabcha,"Allohning mohiyati yoki Allohning nuri, chashmasi yoki o‘tkir zehnlisi"
M,Ayyub,Qadimgi yahudiycha,"o‘kinuvchi, afsuslanuvchi, pushaymon qiluvchi. Bu ism Ayyub payg‘ambarning nomidir. Ba’zi adabiyotlarda Ayyub - sabrli, chidamli; hurmatli yoki tavba qiluvchi, ibodat qiluvchi deb ham izohlanadi"
M,Ayqinboy,o‘zbekcha,"Aniq, belgili, mashhur, dongdor"
M,Aka,o‘zbekcha,"Marhum akasi yoki otasining ismini olgan bola yoki sog‘ ulg‘ayib ukalariga aka, og‘a bo‘lib yursin ma’nosida"
M,Akaboy,o‘zbekcha,"Marhum akasi yoki otasining ismini olgan bola yoki sog‘ ulg‘ayib ukalariga aka, og‘a bo‘lib yursin ma’nosida"
M,Akbar,Arabcha,"Ulug‘, ulkan; hurmatli, mo‘tabar"
M,Akbarali,Arabcha,Aynan: Ali (xalif) ulug‘dir yoki sog‘ ulg‘ayib ulug‘ odam bolsin va Ali qollab yursin ma’nosida
M,Akif,Arabcha,"g‘ayratli, tirishqoq yoki zohid, darvesh, tarkidunyochi. Ba’zi adabiyotlarda turg‘un barqaror, mahkam deb izohlangani ham uchraydi"
M,Akmal,Arabcha,"Eng yetuk, eng barkamol, mukammal; benuqson"
M,Akobir,Arabcha,"Aynan: eng ulug‘lar, eng kattalar, mansabdorlar yoki ulug‘lar nasliga mansub bola"
M,Akram,Arabcha,"Eng saxiy, o‘ta karamli, jo‘mard, mehribon. Shakllari: Akrom"
M,Alaviy,Arabcha,"Xalif Ali (qar.)ning nasliga mansub; toza nasabli, oqsuyak, zodagon"
M,Alvonboy,Arabcha,"Qizil, ol rangli mato; qizil bayroq, tug‘"
M,Alda,o‘zbekcha,"Yovuz kuchlar aldansin, adashsin ma’nosida beriluvchi ism. Alda-Alla-Allo>Alloberdi, Ollomurod ismlarning qisqargan shakli bo‘lishi mumkin"
M,Aldabek,o‘zbekcha,"Yovuz kuchlar aldansin, adashsin ma’nosida beriluvchi ism. Alda-Alla-Allo>Alloberdi, Ollomurod ismlarning qisqargan shakli bo‘lishi mumkin"
M,Aldan,o‘zbekcha,"Yovuz kuchlar  aldansin, yanglishsin, bolani topisha olmasin ma’nosida beriluvchi ism yoki Aldaniyoz  -  Olloniyoz (qar.) ismlarning erkalash-qisqarish shakli bo‘lishi mumkin"
M,Aldanboy,o‘zbekcha,"Yovuz kuchlar  aldansin, yanglishsin, bolani topisha olmasin ma’nosida beriluvchi ism yoki Aldaniyoz  -  Olloniyoz (qar.) ismlarning erkalash-qisqarish shakli bo‘lishi mumkin"
M,Aldanmurod,"o‘zbekcha, arabcha","Yovuz kuchlar aldanib, yanglishib topolmasin sog‘ ulg‘ayib murod-maqsadiga etsin"
M,Ali,Arabcha,"Eng yuksak, eng ulug‘, yuqori martabali. Bu nom Muhammad payg‘ambarning kuyovi, to‘rtinchi xalifaning ismidir"
M,Aliabbos,Arabcha,Qar. Ali va Abbos
M,Aliakbar,Arabcha,Qar. Ali va Akbar
M,Aliasad,Arabcha,"Aynan: Ali (qar.) - arslondir, sherdir; jasur, dovyurakdir yoki Asad oyida tug‘ilgan o‘g‘ilni Ali o‘z panohida asrasin ma’nosida"
M,Aliasqar,Arabcha,"Kichik, kenjatoyni Ali o‘z panohida asrasin. Ehtimol: Alias’har - Ali-nurli, ravshan, ko‘rkamdir. Qar. Azhar"
M,Aliashur,Arabcha,Muharram oyining o‘ninchi kuni (ashur)da tug‘ilgan bolani Ali o‘z panohida asrasin
M,Aliahror,Arabcha,Ali (qar.) oliy himmatlilarning sardoridir yoki qar. Ali va Ahror
M,Alibaxsh,"Arabcha, fors-tojikcha","Ali (qar.) ato qilgan (bergan) bola yoki Aliga baxshida, nazir qilingan bola"
M,Alibek,"Arabcha, o‘zbekcha",Qar. Ali
M,Aliboy,"Arabcha, o‘zbekcha",Qar. Ali+boy
M,Alibo‘ta,"Arabcha, o‘zbekcha",Bo‘taloqdak yayrab o‘ssin va Ali o‘z panohida asrasin
M,Aligavhar,"Arabcha, fors-tojikcha",Gavhardek aziz bolani Ali o‘z panohida asrasin
M,Alidarvesh,Arabcha,"Ali-taqvodor, xudojo‘ydir yoki Ali faqir va bechoradir"
M,Alidiyor,Arabcha,"o‘lkaning, yurtning Ali ismli, Ali qo‘llovchi farzandi"
M,Alidod,"Arabcha, fors-tojikcha","Ali bergan bola; Alining sovg‘asi, ehsoni"
M,Alidono,"Arabcha, fors-tojikcha","Aqlli, dono bola bo‘lib o‘ssin va Ali qo‘llab yursin"
M,Alido‘st,"Arabcha, fors-tojikcha","Ali qo‘llasin, yor bo‘lib yursin. Sol: Aliyor"
M,Aliyor,"Arabcha, fors-tojikcha","Ali yor bo‘lib, asrab yursin. Sol: Alido‘st"
M,Alijon,"Arabcha, fors-tojikcha",Qar. Ali
M,Alizod,"Arabcha, fors-tojikcha",Alining avlodiga mansub bola yoki oliy nasablilar avlodiga mansub bola
M,Alizoda,"Arabcha, fors-tojikcha",Aynan: Alining farzandi yoki oliy nasablilar avlodiga mansub bola
M,Alikabir,Arabcha,Ali ulug‘ va muqaddasdir
M,Alim,Arabcha,"Bilimdon, aqlli, zakovatli. Bu nom o‘tmishda musulmon hukmdorlarning sifat (epitet)i ham bo‘lgan"
M,Alimazid,"Arabcha, fors-tojikcha","Ko‘payuvchi, o‘sib-unuvchi va Ali qo‘llovchi bola"
M,Alimamat,Arabcha,Qar. Alimuhammad
M,Alimardi,"Arabcha, fors-tojikcha","Mard, bahodir bolani Ali o‘z panohida asrasin"
M,Alimardon,"Arabcha, fors-tojikcha","Ali mardlar, jasurlarning boshlig‘i, sardori yoki dovyuraklarning eng oliysi, yuksagi"
M,Alimberdi,"Arabcha, o‘zbekcha","Bilim va donolik sohibi, ya’ni Alloh bergan bola"
M,Alimyor,"Arabcha, fors-tojikcha","Alim-bilim va donolik sohibi, ya’ni Allohning qo‘llovchi, yor bo‘luvchi bola"
M,Alimirza,"Arabcha, fors-tojikcha",Qar. Ali va Mirza
M,Alimnazar,Arabcha,"Bilimdon va dononing, ya’ni Allohning nazari tushgan bola"
M,Alimtosh,"Arabcha, o‘zbekcha","Bilimdon, dono bola toshdek mustahkam bo‘lib o‘ssin"
M,Alimulla,Arabcha,"Alloh hamma narsani biluvchi, barcha narsadan xabardor, voqifdir"
M,Alimurod,Arabcha,"Ali yetkazgan orzu, maqsad yoki Ali qo‘llovchi bola ulg‘ayib murod-maqsadiga yetsin"
M,Alimuhammad,Arabcha,Qar. Ali va Muhammad
M,Alimqul,"Arabcha, o‘zbekcha","Barcha narsani biluvchi, bilimdon va dononing, ya’ni Allohning quli. Sol: Abdualim yoki Allohning bilimdon, dono bandasi, quli"
M,Alinazar,Arabcha,"Alining nazari tushgan, Alining iltifoti bo‘lgan bola"
M,Aliniyoz,"Arabcha, fors-tojikcha","Alidan o‘tinib, so‘rab olingan bola yoki Alining tuhfasi, ehsoni"
M,Alinur,Arabcha,"Ali qo‘llab yursin va hayoti nurli, ravshan bo‘lsin yoki Alining nuri, ziyosi, ya’ni muruvvati"
M,Alirizo,Arabcha,"Ali Allohning tanlagani, suyuklisidir yoki Ali rozi bo‘lib bergan bola"
M,Alisaid,Arabcha,"Saodatli Ali yoki saodatli, baxtli o‘g‘ilni Ali o‘z panohida asrasin"
M,Alitilla,"Arabcha, fors-tojikcha","Ali qo‘llovchi tilladek qadrli, aziz bola"
M,Aliulla,Arabcha,"Allohning buyuk, martabasi ulug‘ kishisi"
M,Aliumar,Arabcha,Qar. Ali va Umar
M,Alifayzi,Arabcha,Qar. Ali va Fayzi
M,Alixol,"Arabcha, fors-tojikcha",Xol bilan tug‘ilgan o‘g‘ilni Ali o‘z panohida asrasin
M,Alixo‘ja,"Arabcha, fors-tojikcha",Ali ismli va xo‘jalar nasliga mansub bola
M,Alisher,"Arabcha, fors-tojikcha","Sherdek jasur, dovyurak bo‘lib o‘ssin va Ali qo‘llab yursin"
M,Alishon,Arabcha,"Eng oliy fazilat, xislat egasi"
M,Aliyazdon,"Arabcha, mo‘g‘ulcha",Qar. Ali va Yazdon
M,Aliqobil,Arabcha,"Aqlli, qobiliyatli o‘g‘ilni Ali o‘z panohida asrasin"
M,Aliqosim,Arabcha,Ali va Qosim ismlari birikmasi
M,Aliqul,"Arabcha, o‘zbekcha","Aynan: Alining quli; ulug‘, yuksak martabalarning quli, xizmatkori"
M,Aliqo‘zi,"Arabcha, o‘zbekcha",Qo‘zichoqdek yayrab o‘ssin va Ali o‘zi qo‘llab yursin
M,Alihaydar,Arabcha,"Ali-sherdir; jasur, dovyurakdir. Haydar sher, arslon ma’nosida keladi. Alining laqabi bo‘lgan. Qar. Haydar"
M,Alloma,Arabcha,"Olim, bilimdon, dono"
M,Alob,Arabcha,"G‘allafurush, oziq-ovqat sotuvchisi"
M,Allof,Arabcha,"G‘allafurush, oziq-ovqat sotuvchisi"
M,Aloiddin,Arabcha,"Dinning ulug‘ligi, buyukligi. Qar. Alouddin"
M,Alomat,Arabcha,"Badanida qandaydir belgi ( tamg‘a) - alomat bilan tug‘ilgan bola yoki zo‘r, g‘ayratli, hayron qolarli"
M,Alouddin,Arabcha,"Dinning ulug‘ligi, buyukligi, shukuhi yoki dinning mo‘tabar farzandi"
M,Alohida,Arabcha,"o‘zgalardan ajralib tutuvchi, o‘zgacha"
M,Alohiddin,Arabcha,"Aynan: Dinning o‘ziga xosligi yoki dinga berilgan, din bilan yashovchi"
M,Alpon,o‘zbekcha,"Dovyurak, jasur, botir"
M,Alqos,Arabcha,"Darakchi, xabar beruvchi yoki voiz, qissago‘y. Eht. Abulqosim (qar.) ismining qisqargan shakli"
M,Alqosid,Arabcha,"Darakchi, xabar beruvchi yoki voiz, qissago‘y. Eht. Abulqosim (qar.) ismining qisqargan shakli"
M,Amal,Arabcha,"Umid, ishonch, tavakkal. Bolaning sog‘-omon yashab ketishi bilan bog‘liq orzu"
M,Amin,Arabcha,"Ishonchli, vakolatli, xavfsiz, tinch, osoyishta, adolatli; amin - xon saroyidagi yuqori mansablardan birining nomi hamdir"
M,Aminiddin,Arabcha,"Dinning qo‘riqchisi, xaloskori; din soqchisi"
M,Aminulla,Arabcha,"Alloh-subutli, sobitqadamdir yoki Alloh rostg‘oy, mustahkam va poydordir yohud Allohning ishonchli, e’tiqodli bandasi"
M,Aminulmulk,Arabcha,"Davlatning, podsholikning qo‘riqchisi, soqchisi"
M,Aminqul,"Arabcha, o‘zbekcha","Allohning e’tiqodli; rostg‘oy bandasi, quli"
M,Amir,Arabcha,"Hokim, hukmron, yo‘lboshchi yoki Amr-hayot tiriklik. Amiriddin, Amirulla ismlarining qisqargan shakli"
M,Amirali,Arabcha,"Ali yo‘lboshchi, sardordir. Qar. Amir va Ali"
M,Amirzoda,"Arabcha, fors-tojikcha","Amirning farzandi, shahzoda; amir avlodiga mansub bola"
M,Amiriddin,Arabcha,"Dinning boshlig‘i, rahnamosi"
M,Amirnazar,Arabcha,"Hukmronning muruvvati, lutfu ehsoni yoki ulug‘ martaba egasining nazari tushgan bola"
M,Amirsaid,Arabcha,Martabasi ulug‘ va baxtli bo‘lsin
M,Amirtosh,"Arabcha, o‘zbekcha",Martabasi ulug va toshdek mustahkam bo‘lsin
M,Amirulla,Arabcha,"Allohning xohishi, irodasi yoki Allohning uzoq umrli bandasi"
M,Amirxol,"Arabcha, fors-tojikcha",Badanida xol bilan tug‘ilgan bolaning martabasi ulug‘ bo‘lsin
M,Amirshoh,"Arabcha, fors-tojikcha","Martabasi amir va shohlardek ulug‘, yuksak bo‘lsin"
M,Amirqul,"Arabcha, o‘zbekcha","Allohning ulug‘ martabali bandasi, quli. Ba’zan bu ism Muhammad yoki Alining quli deb ham izohlanadi"
M,Amriddin,Arabcha,Qar. Amiriddin
M,Amroh,Arabcha,"Shodon, farahli, baxtiyor"
M,Amrulla,Arabcha,Qar. Amirulla
M,Anas,Arabcha,"Do‘st, yo‘ldosh, hamroh yoki shodlik, quvonch. Bu nom Muhammad (savr)ning sahobatlaridan birining nomi bo‘lgan. Qar. Anis"
M,Anvar,Arabcha,"Yorug‘, nurli; tolei porloq"
M,Anvarhaq,Arabcha,"Haqqoniyat nuri, haqiqatning nurli yo‘li"
M,Anvarulhaq,Arabcha,"Haqqoniyat nuri, haqiqatning nurli yo‘li"
M,Andalib,Arabcha,"Bulbul; shirin tilli, shirinsuxan bola"
M,Anjonboy,NoEtymology,Andijonda tug‘ilgan bola yoki Andijon farzandi
M,Anis,Arabcha,"Yaqin do‘st, ulfat, hamdam, hamsuhbat"
M,Anna,Fors-tojikcha,"Odina ismining shevaviy shakli. Qar. Odina. Anna so‘zi bilan boshlangan qo‘shma ismlar (Annamurod, Annaniyoz)larning qisqargan shakli"
M,Annaali,"Fors-tojikcha, arabcha",Juma (odina) kuni tug‘ilgan bolani Ali o‘z panohida asrasin
M,Annaahmad,"Fors-tojikcha, arabcha",Qar. Anna va Ahmad
M,Annaberdi,"Fors-tojikcha, o‘zbekcha",Alloh juma (odina) kuni ato qilgan bola
M,Annageldi,"Fors-tojikcha, o‘zbekcha",Juma kuni dunyoga kelgan (tug‘ilgan bola)
M,Annadurdi,"Fors-tojikcha, o‘zbekcha",Qar. Annaturdi
M,Annak,NoEtymology,"Annaqurbon, Annaqul (qar.) kabi qo‘shma ismlarning eq."
M,Annakeldi,"Fors-tojikcha, o‘zbekcha",Juma kuni tug‘ilgan kuni
M,Annamamat,"Fors-tojikcha, arabcha","Qar. Annamuhammad, Odinamuhammad"
M,Annamat,"Fors-tojikcha, arabcha",Qar. Annamuhammad
M,Annamurod,"Fors-tojikcha, arabcha",Juma kuni tug‘ilgan o‘g‘il ulg‘ayib murodiga yetsin
M,Annamuhammad,"Fors-tojikcha, arabcha",Qar. Odinamuhammad
M,Annanazar,"Fors-tojikcha, arabcha",Juma kuni qilingan iltifotm muruvvat
M,Annaniyoz,Fors-tojikcha,"Juma kuni ato qilingan (berilgan) sovg‘a, ehson"
M,Annapo‘lat,Fors-tojikcha,Juma kuni tug‘ilgan o‘g‘il po‘latdek mustahkam bolsin
M,Annasaid,"Fors-tojikcha, arabcha","Juma kuni tug‘ilgan o‘g‘il baxtli-saodatli bo‘lsin yoki juma kuni erishilgan baxt, qut"
M,Annasihat,Fors-tojikcha,Juma kuni tug‘ilgan o‘g‘il sihat-salomat o‘ssin
M,Annasuyun,"Fors-tojikcha, o‘zbekcha","Juma kuni tug‘ilib bizni xursand, shodon qilgan bola. Sol: Suyun, Suyundik"
M,Annaturdi,"Fors-tojikcha, o‘zbekcha","Juma (odina) kuni tug‘ilgan, turib, yashab ketadigan bola"
M,Annatursun,"Fors-tojikcha, o‘zbekcha","Juma kuni tug‘ilgan o‘g‘il sog‘-omon bolsin, tursin"
M,Annato‘g‘on,"Fors-tojikcha, o‘zbekcha","Juma kuni tug‘ilgan burgut (to‘g‘on)dek jasur, ziyrak bo‘lsin yoki juma kuni tugilgan togon (tosiq)dek mustahkam bola"
M,Annash,Fors-tojikcha,"Anna so‘zi bilan boshlanadigan qo‘shma ismlar (Annamurod, Annasuluv, Annaturdi)ning eq."
M,Annaqilich,"Fors-tojikcha, o‘zbekcha",Juma kuni tug‘ilgan o‘g‘il qilichdek o‘tkir va mustahkam bolsin
M,Annaqul,"Fors-tojikcha, o‘zbekcha",Allohning juma kuni tavallud topgan bandasi
M,Annaqurbon,"Fors-tojikcha, arabcha",Qurbon oyining juma kunida tug‘ilgan bola
M,Anoriddin,"Fors-tojikcha, arabcha",Qizil xol bilan tug‘ilgan din ixlosmandi yoki dinning qizil xolli ixlosmandi
M,Anormuhammad,"Fors-tojikcha, arabcha",Qizil xolli (norli) bolani Muhammad (sav) o‘z panohida asrasin
M,Anortoy,"Fors-tojikcha, arabcha","Qizil xolli va erkatoy, suyukli bola"
M,Ansor,Arabcha,"Yordamchi, maslakdosh. Bu yerda payg‘ambarga ko‘makdosh bo‘lganlar ko‘zda tutiladi"
M,Ansoriddin,Arabcha,"Dinning tayanchi, madodkori, xudojo‘y, taqvodor"
M,Anush,Fors-tojikcha,"Abadiy barhayot yoki baxtiyor, xurram"
M,Anqoboy,"Arabcha, o‘zbekcha","Nodir, noyob, topilmas, o‘ta qadrli. Anqo-Qof tog‘ida yashaydi deb hisoblanuvchi afsonaviy qush nomi"
M,Anqoberdi,"Arabcha, o‘zbekcha","Alloh ato qilgan noyob, tengsiz bola"
M,Anhorali,Arabcha,Umri anhordek oqib tursin va Ali o‘z panohida asrasin
M,Arab,Arabcha,Arablar nomi (etnonim)ga nisbat berilgan ism yoki qora bola
M,Arabali,Arabcha,Qar. Arab va Ali
M,Arabiddin,Arabcha,"Dinning arab homiysi; xudojo‘y, dindor arab"
M,Arabsho,"Arabcha, fors-tojikcha","Arablar shohi, arab hukmdori"
M,Arabshoh,"Arabcha, fors-tojikcha","Arablar shohi, arab hukmdori"
M,Aran,o‘zbekcha,"Tirsak, tayanch, yordamchi, ko‘makchi yoki zanjir (ilgak, zulfinja)dek mahkam, mustahkam bo‘lsin"
M,Aranboy,o‘zbekcha,"Tirsak, tayanch, yordamchi, ko‘makchi yoki zanjir (ilgak, zulfinja)dek mahkam, mustahkam bo‘lsin"
M,Arbob,Arabcha,"Janob, ega, sohib yoki martabasi, mansabi ulug‘ kishi bo‘lsin"
M,Ardavon,Fors-tojikcha,"Barakali, baraka keltiruvchi"
M,Ardasher,NoEtymology,"Ezgu hokimiyat; muruvvatli shoh, hokim yoki arda-imonli, e’tikodli va qudratli"
M,Ardoq,o‘zbekcha,"Hurmat, e’zoz, izzat-ikromga sazovor"
M,Arzanda,Fors-tojikcha,"Suyukli, erka, erkatoy yoki munosib, loyiq"
M,Arzimat,"Fors-tojikcha, arabcha","Qar. Orzimat, Orzumuhammad"
M,Armonboy,"Arabcha, o‘zbekcha","Orzu, armon qilib kutilgan bola"
M,Arna,NoEtymology,"Anna, Annaboy yoki umri ulkan kanaldek oqib tursin"
M,Arnaboy,NoEtymology,"Anna, Annaboy yoki umri ulkan kanaldek oqib tursin"
M,Arpa,o‘zbekcha,"Arpaga almashib, arpa evaziga sotib olingan bola (sotib olish odatiga ko‘ra) yoki arpa pishig‘ida tug‘ilgan bola"
M,Arslon,o‘zbekcha,"Sher, yo‘lbars; kuchli, qudratli, dovyurak"
M,Arslonbek,o‘zbekcha,Beklar avlodiga mansub bo‘lgan dovyurak bola
M,Arslonqul,o‘zbekcha,"Allohning jasur, dovyurak bandasi, quli"
M,Archa,o‘zbekcha,Archa daraxtidek mustahkam bo‘lsin
M,Arshimuhammad,Arabcha,"Muhammad (sav)ning yuksakligi, ulug‘vorligi"
M,Arshod,Arabcha,"Katta yoshli, keksa yoki aqlli, dono, yetuk, barkamol"
M,Arqaboy,o‘zbekcha,"Ota-onasiga orqa, suyanchik bo‘lsin"
M,Orqaboy,o‘zbekcha,"Ota-onasiga orqa, suyanchik bo‘lsin"
M,Arqon,o‘zbekcha,"Bog‘langan, mustahkam, ya’ni yashovchi, umri uzoq bola"
M,Arg‘in,o‘zbekcha,"Arg‘in qabilasiga mansub bola; arg‘in-duragay; chopqir, poygachi ot ma’nolariga ham ega"
M,Arg‘inboy,o‘zbekcha,"Arg‘in qabilasiga mansub bola; arg‘in-duragay; chopqir, poygachi ot ma’nolariga ham ega"
M,Asaboy,NoEtymology,"Asadulla, Asomiddin ismlarining qisqargan shakli"
M,Asad,Arabcha,"Asad oyida (shamsiya yil hisobi bilan beshinchi oyning nomi, iyun-abgust oylariga to‘g‘ri keladi) tug‘ilgan bola yoki asad-sher, arslon, ya’ni ko‘rqmas, dovyurak, qudratli"
M,Asadulla,Arabcha,"Aynan: Allohning asad oyida tug‘ilgan bandasi, quli"
M,Asadqul,"Arabcha, o‘zbekcha","Allohning asad oyida tug‘ilgan bandasi, quli"
M,Asaf,Arabcha,"Alloh hukm qilgan, ma’qullagan. Bu nom Sulaymon payg‘ambar vazirining ismi bo‘lgan"
M,"Asil,  Asl",Arabcha,"Aslzoda, tag-tugli; ma’lum, mashhur"
M,Asilbek,"Arabcha, o‘zbekcha",Beklar avlodiga mansub aslzoda bola
M,Asilzoda,"Arabcha, fors-tojikcha","Toza nasl farzandi, oliy tabaqaga mansub bola"
M,Asiliddin,Arabcha,"Dinning ildizi; nasli dinga bog‘langan; dindor, xudojo‘ylar farzandi"
M,Asilmirza,"Arabcha, fors-tojikcha",Qar. Asil va Mirza
M,Asilmurod,Arabcha,Aslzoda o‘g‘il sog‘ ulg‘ayib murod-maqsadiga yetsin
M,Asiltoy,"Arabcha, o‘zbekcha","Oliy naslning erkatoy, suyukli farzandi"
M,Asilxon,"Arabcha, o‘zbekcha","Aslzoda farzand ulg‘ayib, ulug‘ martabali bo‘lsin"
M,Asilxo‘ja,"Arabcha, o‘zbekcha",Xo‘jalar nasliga mansub aslzoda bola
M,Asir,Arabcha,"Asir-bol, shira yoki asir (qd.yx.) - baxtli, saodatli yohud qar. Asiriddin"
M,Asirali,Arabcha,"Aliga sig‘inuvchi, Alining sodiq xizmatkori"
M,Asiriddin,Arabcha,"Dinga sig‘inuvchi, dinga bo‘ysungan; dindor, xudojo‘y"
M,Askar,Arabcha,"Otasi yoki qarindoshlaridan biri armiyaga ketgan paytda tug‘ilgan bola yoki jangchi, kurashchi. Eht: Asqar (qar.) - ismining o‘zgargan shakli"
M,Askarali,Arabcha,"Ali uchun kurashuvchi, Alining jangchisi. Eht: Asqarali (qar.)"
M,Aslam,Arabcha,"Juda sog‘lom, eson-omon; baquvvat, chidamli"
M,Asliddin,Arabcha,"Dinning asosi, tayanchi; dinning mohiyati"
M,Aslom,Arabcha,Qar. Aslam
M,Aso,"Arabcha, o‘zbekcha","Hassa, tirgak, suyanch"
M,Asoboy,"Arabcha, o‘zbekcha","Hassa, tirgak, suyanch"
M,Asobiddin,Arabcha,"Dinning zahmati yoki din yolida zahmat chekuvchi, zohid, dindor"
M,Asov,o‘zbekcha,"Tutqich bermovchi, erkin, hur"
M,Asovboy,o‘zbekcha,"Tutqich bermovchi, erkin, hur"
M,Asoviddin,Arabcha,Qar. Asobiddin
M,Asom,Arabcha,Qar. Asomiddin
M,Asomiddin,Arabcha,"Dinning tutqichi, tayanchi yoki dinning ko‘magi, madadi"
M,Asomuddin,Arabcha,"Dinning tutqichi, tayanchi yoki dinning ko‘magi, madadi"
M,Asra,Arabcha,"Asragin, saqlagin yoki asra’ (ar.) - chaqqon, ildam"
M,Asran,Arabcha,"Asralgan, saqlangan, himoyalangan"
M,Asron,Arabcha,"Asralgan, saqlangan, himoyalangan"
